学年,対象の漢字,読み,文章,ぶんしょう
5,術,じゅつ,{芸}[術]{作品}をじっくりとかんしょうする。,{げい}[じゅつ]{さくひん}をじっくりとかんしょうする。
5,衛,えい,{人工}[衛]{星}の{打}ち{上}げに{成功}する。,{じんこう}[えい]{せい}の{う}ち{あ}げに{せいこう}する。
5,製,せい,{特}[製]のクリスマスケーキを{作}った。,{とく}[せい]のクリスマスケーキを{つく}った。
5,複,ふく,トンボの{目}を{観察}すると、[複]{眼}なのがわかった。,トンボの{め}を{かんさつ}すると、[ふく]{がん}なのがわかった。
5,規,き,{決}められた[規]{則}に{従}って{行動}する。,{き}められた[き]{そく}に{したが}って{こうどう}する。
5,解,かい,アイドルグループが[解]{散}して{兄}が{落}ち{込}んでいる。,アイドルグループが[かい]{さん}して{あに}が{お}ち{こ}んでいる。
5,解,と,{二人}ともゲームが{好}きと{分}かってから{一気}に{打}ち[解]けた。,{ふたり}ともゲームが{す}きと{わ}かってから{いっき}に{う}ち[と]けた。
5,設,せつ,{町}に{新}しくスーパーが{建}[設]される。,{まち}に{あたら}しくスーパーが{けん}[せつ]される。
5,設,もう,{犯人}をつかまえるため、{道路}に{検問所}を[設]ける。,{はんにん}をつかまえるため、{どうろ}に{けんもんしょ}を[もう]ける。
5,許,きょ,{放課後}に{学校}でケーキを{作}る[許]{可}をもらう。,{ほうかご}に{がっこう}でケーキを{つく}る[きょ]{か}をもらう。
5,証,しょう,{理論}が{正}しいことを{実験}で[証]{明}する。,{りろん}が{ただ}しいことを{じっけん}で[しょう]{めい}する。
5,評,ひょう,{自分}の{絵}に{対}する{他}の{人}の[評]{価}が{気}になる。,{じぶん}の{え}に{たい}する{ほか}の{ひと}の[ひょう]{か}が{き}になる。
5,講,こう,{車}のめん{許}を{取}るために[講]{習}を{受}ける。,{くるま}のめん{もと}を{と}るために[こう]{しゅう}を{う}ける。
5,謝,しゃ,{仕事}のミスを[謝]{罪}する。,{しごと}のミスを[しゃ]{ざい}する。
5,識,しき,{本}を{読}んでいろいろな{知}[識]を{身}につける。,{ほん}を{よ}んでいろいろな{ち}[しき]を{み}につける。
5,護,ご,{母}の{友達}には{弁}[護]{士}がいる。,{はは}の{ともだち}には{べん}[ご]{し}がいる。
5,豊,ほう,{今年}の[豊]{作}を{神}に{感謝}して、{祭}りを{行}う。,{ことし}の[ほう]{さく}を{かみ}に{かんしゃ}して、{まつ}りを{おこな}う。
5,豊,ゆた,{平和}で{心}[豊]かな{暮}らしをする。,{へいわ}で{こころ}[ゆた]かな{く}らしをする。
5,象,しょう,{気}[象]{情報}をもとにして{天気}を{予測}する。,{き}[しょう]{じょうほう}をもとにして{てんき}を{よそく}する。
5,象,ぞう,[象]が{鼻}でリンゴをつかんで{食}べた。,[ぞう]が{はな}でリンゴをつかんで{た}べた。
5,財,ざい,{貴重}な[財]{産}を{金庫}の{中}に{入}れておく。,{きちょう}な[ざい]{さん}を{きんこ}の{なか}に{い}れておく。
5,貧,びん,[貧]ぼう{神}にとりつかれてしまう。,[びん]ぼう{がみ}にとりつかれてしまう。
5,貧,まず,[貧]しい{人同士}で{助}け{合}う。,[まず]しい{ひとどうし}で{たす}け{あ}う。
5,責,せ,そんなに{人}の{失敗}を[責]めるのはやめようよ。,そんなに{ひと}の{しっぱい}を[せ]めるのはやめようよ。
5,責,せき,[責]{任}の{重}い{仕事}を{引}き{受}ける。,[せき]{にん}の{おも}い{しごと}を{ひ}き{う}ける。
5,貯,ちょ,もしものときに{備}えて[貯]{金}する。,もしものときに{そな}えて[ちょ]{きん}する。
5,貸,か,お{店}を[貸]し{切}ってパーティーをする。,お{みせ}を[か]し{き}ってパーティーをする。
5,費,ひ,{冬}は{灯油}の{消}[費]が{多}くなる。,{ふゆ}は{とうゆ}の{しょう}[ひ]が{おお}くなる。
5,貿,ぼう,かつては{長崎}の{出島}で[貿]{易}が{行}われていた。,かつては{ながさき}の{でじま}で[ぼう]{えき}が{おこな}われていた。
5,資,し,{会議}で{使}う[資]{料}を{人数分}コピーする。,{かいぎ}で{つか}う[し]{りょう}を{にんずうぶん}コピーする。
5,賛,さん,{先生}へのプレゼント{計画}に[賛]{成}する。,{せんせい}へのプレゼント{けいかく}に[さん]{せい}する。
5,賞,しょう,ビンゴ{大会}で[賞]{品}をもらう。,ビンゴ{たいかい}で[しょう]{ひん}をもらう。
5,質,しつ,{授業}の{後}、{先生}に[質]{問}しに{行}く。,{じゅぎょう}の{あと}、{せんせい}に[しつ]{もん}しに{い}く。
5,輸,ゆ,{大}けがをしたかん{者}に[輸]{血}を{行}う。,{だい}けがをしたかん{しゃ}に[ゆ]{けつ}を{おこな}う。
5,述,じゅつ,{国語}のテストで{作者}の{気持}ちについて{記}[述]する。,{こくご}のテストで{さくしゃ}の{きも}ちについて{き}[じゅつ]する。
5,述,の,{相手}に{対}する{反論}を[述]べる。,{あいて}に{たい}する{はんろん}を[の]べる。
5,迷,まよ,おばけの{館}に[迷]いこんでしまう。,おばけの{やかた}に[まよ]いこんでしまう。
5,逆,ぎゃく,ふざけながらあやまったら[逆]{効果}だった。,ふざけながらあやまったら[ぎゃく]{こうか}だった。
5,逆,さか,{地図}を[逆]さまに{読}んでいたせいで{迷子}になった。,{ちず}を[さか]さまに{よ}んでいたせいで{まいご}になった。
5,造,ぞう,{部屋}の{窓辺}に[造]{花}をかざる。,{へや}の{まどべ}に[ぞう]{か}をかざる。
5,造,つく,{大人数}のチームで{貨物船}を[造]る。,{おおにんずう}のチームで{かもつせん}を[つく]る。
5,過,か,オタマジャクシがカエルになるまでの[過]{程}を{観察}する。,オタマジャクシがカエルになるまでの[か]{てい}を{かんさつ}する。
5,適,てき,{問題}を{解決}する{最}[適]な{方法}を{考}える。,{もんだい}を{かいけつ}する{さい}[てき]な{ほうほう}を{かんが}える。
5,酸,さん,{植物}は{光合成}で[酸]{素}を{生}み{出}す。,{しょくぶつ}は{ひかりごうせい}で[さん]{そ}を{う}み{だ}す。
5,鉱,こう,この{街}には{昔}、[鉱]{山}があった。,この{まち}には{むかし}、[こう]{ざん}があった。
5,銅,どう,{十円玉}は[銅]から{作}られている。,{じゅうえんたま}は[どう]から{つく}られている。
5,防,ぼう,あ、[防]{火}とびらの{前}にものは{置}かないで！カギをかけてどろぼうを{防}ぐ。,あ、[ぼう]{か}とびらの{まえ}にものは{お}かないで！カギをかけてどろぼうを{ふせ}ぐ。
5,限,かぎ,[限]られた{時間}でクイズに{答}える。,[かぎ]られた{じかん}でクイズに{こた}える。
5,限,げん,{期間}[限]{定}のおかしをつい{買}ってしまう。,{きかん}[げん]{てい}のおかしをつい{か}ってしまう。
5,険,けわ,とても[険]しい{山道}を{歩}く。,とても[けわ]しい{さんどう}を{ある}く。
5,険,けん,{消防士}はかなり{危}[険]な{仕事}だ。,{しょうぼうし}はかなり{き}[けん]な{しごと}だ。
5,際,さい,{写真}ではなく、{実}[際]にオーロラを{見}たことがある。,{しゃしん}ではなく、{じっ}[さい]にオーロラを{み}たことがある。
5,雑,ざつ,たまたま{会}った{友達}と[雑]{談}する。,たまたま{あ}った{ともだち}と[ざつ]{だん}する。
5,雑,ぞう,[雑]{木林}で{野鳥}を{探}す。,[ぞう]{きばやし}で{やちょう}を{さが}す。
5,非,ひ,{防災訓練}で[非]{常}ベルが{鳴}る。,{ぼうさいくんれん}で[ひ]{じょう}ベルが{な}る。
5,領,りょう,アメリカで{大統}[領]の{選挙}が{行}われる。,アメリカで{だいとう}[りょう]の{せんきょ}が{おこな}われる。
5,額,がく,もらった{賞状}を[額]ぶちに{入}れてかざる。,もらった{しょうじょう}を[がく]ぶちに{い}れてかざる。
5,額,ひたい,[額]と{額}を{合}わせて{熱}を{測}る。,[ひたい]と{ひたい}を{あ}わせて{ねつ}を{はか}る。
5,飼,か,{犬}が[飼]い{主}とはぐれてしまう。,{いぬ}が[か]い{ぬし}とはぐれてしまう。
5,飼,し,[飼]{育員}がペンギンにエサをあげている。,[し]{いくいん}がペンギンにエサをあげている。
6,並,なみ,イチョウの[並]{木道}を{歩}く。,イチョウの[なみ]{きみち}を{ある}く。
6,並,なら,{本}をタイトル{順}に[並]べてたなにしまう。,{ほん}をタイトル{じゅん}に[なら]べてたなにしまう。
6,乱,みだ,テレビの{画面}が[乱]れて{見}づらくなる。,テレビの{がめん}が[みだ]れて{み}づらくなる。
6,乱,らん,{本}を[乱]{雑}に{積}み{上}げる。,{ほん}を[らん]{ざつ}に{つ}み{あ}げる。
6,乳,ちち,{牛}の[乳]しぼりを{体験}する。,{うし}の[ちち]しぼりを{たいけん}する。
6,乳,にゅう,この{農場}では[乳]{牛}が{飼育}されている。,この{のうじょう}では[にゅう]{ぎゅう}が{しいく}されている。
6,亡,ぼう,{医者}によって{死}[亡]が{確認}される。,{いしゃ}によって{し}[ぼう]が{かくにん}される。
6,仁,じん,[仁]{義}を{大切}にし、{恩}は{必}ず{返}す。,[じん]{ぎ}を{たいせつ}にし、{おん}は{かなら}ず{かえ}す。
6,供,きょう,デパートで、けしょう{品}の{試}[供]{品}をもらった。,デパートで、けしょう{ひん}の{し}[きょう]{ひん}をもらった。
6,供,そな,お{墓}の[供]え{物}をぬすんだらばちが{当}たるよ。,お{はか}の[そな]え{もの}をぬすんだらばちが{あ}たるよ。
6,供,とも,ももたろうのお[供]には、ネコはいない。,ももたろうのお[とも]には、ネコはいない。
6,俵,たわら,{昔}、[俵]は{米}や{塩}などの{入}れ{物}に{使}われた。,{むかし}、[たわら]は{べい}や{しお}などの{い}れ{もの}に{つか}われた。
6,俵,ひょう,すもうは{土}[俵]から{足}が{出}たら{負}けだよ。,すもうは{ど}[ひょう]から{あし}が{で}たら{ま}けだよ。
6,値,ち,とても{価}[値]のある{経験}だった。,とても{か}[ち]のある{けいけん}だった。
6,値,ね,{古}い{機種}のスマホが[値]{下}げして{売}られる。,{ふる}い{きしゅ}のスマホが[ね]{さ}げして{う}られる。
6,傷,きず,{転}んでできた[傷]に{消毒液}をかける。,{ころ}んでできた[きず]に{しょうどくえき}をかける。
6,傷,しょう,{自転車}にぶつかって{軽}[傷]をおう。,{じてんしゃ}にぶつかって{けい}[しょう]をおう。
6,優,ゆう,おじいさんが{電車}の[優]{先席}にすわる。,おじいさんが{でんしゃ}の[ゆう]{せんせき}にすわる。
6,党,とう,{悪}[党]のアジトにせんにゅうする。,{あく}[とう]のアジトにせんにゅうする。
6,冊,さつ,{図書室}で{本}を{二}[冊]{借}りる。,{としょしつ}で{ほん}を{に}[さつ]{か}りる。
6,処,しょ,[処]{方}せんを{持}って{薬局}に{行}く。,[しょ]{ほう}せんを{も}って{やっきょく}に{い}く。
6,刻,きざ,{目覚}まし{時計}が{数分}[刻]みで{鳴}るよう{設定}する。,{めざ}まし{どけい}が{かずふん}[きざ]みで{な}るよう{せってい}する。
6,刻,こく,うで{時計}で{今}の{時}[刻]を{確認}する。,うで{とけい}で{いま}の{じ}[こく]を{かくにん}する。
6,割,わ,{列}に[割]りこんできた{人}に{注意}をする。,{れつ}に[わ]りこんできた{ひと}に{ちゅうい}をする。
6,割,わり,{学芸会}での{自分}の{役}[割]を{果}たす。,{がくげいかい}での{じぶん}の{やく}[わり]を{は}たす。
6,創,そう,◯◯{社}は{今年}で[創]{業}から{五十周年}だ。,◯◯{しゃ}は{ことし}で[そう]{ぎょう}から{ごじゅうしゅうねん}だ。
6,創,つく,あの{芸術家}はいつも{独特}な{作品}を[創]る。,あの{げいじゅつか}はいつも{どくとく}な{さくひん}を[つく]る。
6,劇,げき,おじいちゃんはいつもテレビで{時代}[劇]を{見}ている。,おじいちゃんはいつもテレビで{じだい}[げき]を{み}ている。
6,勤,きん,{明日}は[勤]{労感謝}の{日}だから{学校}は{休}みだ。,{あす}は[きん]{ろうかんしゃ}の{ひ}だから{がっこう}は{やす}みだ。
6,危,あぶ,{立入禁止}の{場所}に{入}って[危]ない{目}にあう。,{たちいりきんし}の{ばしょ}に{はい}って[あぶ]ない{め}にあう。
6,危,き,ハチはその[危]{険}な{毒針}を{武器}にしている。,ハチはその[き]{けん}な{どくばり}を{ぶき}にしている。
6,卵,たまご,{朝}に[卵]かけご{飯}を{食}べる。,{あさ}に[たまご]かけご{はん}を{た}べる。
6,厳,きび,あの{先生}、[厳]しいから{苦手}なんだよなあ。,あの{せんせい}、[きび]しいから{にがて}なんだよなあ。
6,厳,げん,{授業中}のおしゃべりを[厳]{禁}される。,{じゅぎょうちゅう}のおしゃべりを[げん]{きん}される。
6,収,おさ,コレクションを{専用}のたなに[収]める。,コレクションを{せんよう}のたなに[おさ]める。
6,収,しゅう,{本}だなに{買}ってきた{本}を[収]{納}する。,{ほん}だなに{か}ってきた{ほん}を[しゅう]{のう}する。
6,后,ごう,ニュースで{天皇}と{皇}[后]の{映像}が{流}れる。,ニュースで{てんのう}と{こう}[ごう]の{えいぞう}が{なが}れる。
6,否,ひ,{試験}の{合}[否]が{発表}されるのは{来月}だ。,{しけん}の{ごう}[ひ]が{はっぴょう}されるのは{らいげつ}だ。
6,吸,きゅう,{出番}の{前}に{深呼}[吸]をして{落}ち{着}く。,{でばん}の{まえ}に{しんこ}[きゅう]をして{お}ち{つ}く。
6,吸,す,ストローでジュースを[吸]って{飲}む。,ストローでジュースを[す]って{の}む。
6,呼,こ,{何度}も{深}[呼]{吸}して{落}ち{着}こうとする。,{なんど}も{しん}[こ]{きゅう}して{お}ち{つ}こうとする。
6,呼,よ,{遠}くにいる{友達}をあだ{名}で[呼]ぶ。,{とお}くにいる{ともだち}をあだ{な}で[よ]ぶ。
6,善,ぜん,{乱}れた{生活}リズムを{改}[善]する。,{みだ}れた{せいかつ}リズムを{かい}[ぜん]する。
6,善,よ,[善]い{行}いをして{人}からほめられる。,[よ]い{おこな}いをして{ひと}からほめられる。
6,困,こま,{無茶}なことを{言}って{他}の{人}を[困]らせてしまう。,{むちゃ}なことを{い}って{ほか}の{ひと}を[こま]らせてしまう。
6,困,こん,[困]{難}な{問題}を{必死}になって{解決}した。,[こん]{なん}な{もんだい}を{ひっし}になって{かいけつ}した。
6,垂,すい,{分度器}と{定規}を{使}って[垂]{直}な{線}を{引}く。,{ぶんどき}と{じょうぎ}を{つか}って[すい]{ちょく}な{せん}を{ひ}く。
6,垂,た,とんかつにソースを[垂]らす。,とんかつにソースを[た]らす。
6,域,いき,{日}のしずむ{時間}は、{地}[域]ごとにちがう。,{ひ}のしずむ{じかん}は、{ち}[いき]ごとにちがう。
6,奏,そう,{演}[奏]{会}のチケットを{買}う。,{えん}[そう]{かい}のチケットを{か}う。
6,奮,ふる,{大会}を{開}きます。みな{様}、[奮]ってご{参加}ください！,{たいかい}を{ひら}きます。みな{さま}、[ふる]ってご{さんか}ください！
6,奮,ふん,クラスメイトの{応}えんで[奮]{起}する。,クラスメイトの{おう}えんで[ふん]{き}する。
6,姿,し,[姿]{勢}の{悪}いすわり{方}を{注意}される。,[し]{せい}の{わる}いすわり{かた}を{ちゅうい}される。
6,姿,すがた,{事件}の{真犯人}が[姿]を{現}す。,{じけん}の{しんはんにん}が[すがた]を{あらわ}す。
6,存,そん,この{世}には{様々}な{生}き{物}が[存]{在}する。,この{よ}には{さまざま}な{い}き{もの}が[そん]{ざい}する。
6,存,ぞん,{遊園地}を{思}う[存]{分}に{楽}しむ。,{ゆうえんち}を{おも}う[ぞん]{ぶん}に{たの}しむ。
6,孝,こう,{母}のかたをもんで{親}[孝]{行}する。,{はは}のかたをもんで{おや}[こう]{こう}する。
6,宅,たく,バスがおくれて、{帰}[宅]がおそくなった。,バスがおくれて、{き}[たく]がおそくなった。
6,宇,う,ある{日}、いきなり[宇]{宙人}がやってきた。,ある{ひ}、いきなり[う]{ちゅうにん}がやってきた。
6,宗,しゅう,ぼくはどの[宗]{教}にも{入}っていない。,ぼくはどの[しゅう]{きょう}にも{はい}っていない。
6,宙,ちゅう,{宇}[宙]{人}からメッセージが{届}いた。,{う}[ちゅう]{にん}からメッセージが{とど}いた。
6,宝,たから,{海}ぞくが{残}したなぞを{解}いて[宝]を{探}す。,{かい}ぞくが{のこ}したなぞを{と}いて[たから]を{さが}す。
6,宝,ほう,{奈良県}にある{東大寺}は{国}[宝]に{指定}されている。,{ならけん}にある{とうだいじ}は{こく}[ほう]に{してい}されている。
6,宣,せん,テレビで{商品}を[宣]{伝}する。,テレビで{しょうひん}を[せん]{でん}する。
6,密,みつ,{秘}[密]のレシピで{究極}のカレーを{作}る。,{ひ}[みつ]のレシピで{きゅうきょく}のカレーを{つく}る。
6,寸,すん,ちこく[寸]{前}の{時間}に{会議室}に{入}る。,ちこく[すん]{ぜん}の{じかん}に{かいぎしつ}に{はい}る。
6,専,せん,おふろ[専]{用}の{洗}ざいを{買}う。,おふろ[せん]{よう}の{せん}ざいを{か}う。
6,射,い,{的}の{真}ん{中}をねらって{矢}を[射]る。,{まと}の{ま}ん{なか}をねらって{や}を[い]る。
6,射,しゃ,{小}さい{子}が{注}[射]をいやがって{泣}く。,{ちい}さい{こ}が{ちゅう}[しゃ]をいやがって{な}く。
6,将,しょう,{戦国時代}には{様々}な{武}[将]が{現}れた。,{せんごくじだい}には{さまざま}な{ぶ}[しょう]が{あらわ}れた。
6,尊,そん,{相手}の{価値観}を[尊]{重}する。,{あいて}の{かちかん}を[そん]{ちょう}する。
6,就,しゅう,☆ ○ {建設会社}に[就]{職}する。,☆ ○ {けんせつかいしゃ}に[しゅう]{しょく}する。
6,尺,しゃく,{地図}の{縮}[尺]を{読}みまちがえる。,{ちず}の{しゅく}[しゃく]を{よ}みまちがえる。
6,届,とど,{建物}のすみずみまでそうじが{行}き[届]いている。,{たてもの}のすみずみまでそうじが{い}き[とど]いている。
6,届,とど,{落}とし{物}を{交番}まで[届]ける。,{お}とし{もの}を{こうばん}まで[とど]ける。
6,展,てん,[展]{覧会}に{自分}の{絵}を{出展}する。,[てん]{らんかい}に{じぶん}の{え}を{しゅってん}する。
6,層,そう,このビルは{階}[層]ごとにちがう{店}が{入}っている。,このビルは{かい}[そう]ごとにちがう{みせ}が{はい}っている。
6,己,こ,{自}[己]{分}せきをして{長所}と{短所}を{整理}する。,{じ}[こ]{ぶん}せきをして{ちょうしょ}と{たんしょ}を{せいり}する。
6,巻,かん,{映画}を{見}た。{圧}[巻]のはく{力}だったよ。,{えいが}を{み}た。{あっ}[かん]のはく{りょく}だったよ。
6,巻,ま,にん{者}に{大切}な[巻]き{物}をぬすまれた。,にん{じゃ}に{たいせつ}な[ま]き{もの}をぬすまれた。
6,巻,まき,{赤}[巻]{紙}・{青巻紙}・{黄巻紙}！,{あか}[まき]{がみ}・{あおまきがみ}・{きまきがみ}！
6,幕,ばく,{新選組}が{活}やくしたのは[幕]{末}のころだ。,{しんせんぐみ}が{かつ}やくしたのは[ばく]{まつ}のころだ。
6,幕,まく,{劇}が{終}わったあと、[幕]を{下}ろす。,{げき}が{お}わったあと、[まく]を{お}ろす。
6,干,かん,[干]{潮}になった{砂}はまで{貝}を{集}める。,[かん]{ちょう}になった{すな}はまで{かい}を{あつ}める。
6,干,ほ,{天気}がいいので{外}に{洗}たく{物}を[干]した。,{てんき}がいいので{そと}に{せん}たく{ぶつ}を[ほ]した。
6,幼,おさな,[幼]いころのことが{少}しずつ{思}い{出}せなくなる。,[おさな]いころのことが{すこ}しずつ{おも}い{だ}せなくなる。
6,幼,よう,[幼]{虫}に、エサとしてキャベツの{葉}をあたえる。,[よう]{ちゅう}に、エサとしてキャベツの{は}をあたえる。
6,庁,ちょう,{東京都}[庁]{舎}の{前}で{写真}をとる。,{とうきょうと}[ちょう]{しゃ}の{まえ}で{しゃしん}をとる。
6,座,ざ,{冬}の{夜空}でオリオン[座]を{探}す。,{ふゆ}の{よぞら}でオリオン[ざ]を{さが}す。
6,延,えん,{雨}が{降}ったせいで、{今日}の{運動会}は[延]{期}になった。,{あめ}が{ふ}ったせいで、{きょう}の{うんどうかい}は[えん]{き}になった。
6,延,の,{冬休}みの{宿題}を{先}[延]ばしにしていたら、{最終日}はすごく{大変}だった。,{ふゆやす}みの{しゅくだい}を{さき}[の]ばしにしていたら、{さいしゅうび}はすごく{たいへん}だった。
6,律,りつ,{法}[律]を{勉強}して{弁護士}になる。,{ほう}[りつ]を{べんきょう}して{べんごし}になる。
6,従,したが,しつけで{犬}が{命令}に[従]うようになる。,しつけで{いぬ}が{めいれい}に[したが]うようになる。
6,従,じゅう,お{店}の[従]{業員}に{声}をかける。,お{みせ}の[じゅう]{ぎょういん}に{こえ}をかける。
6,忘,わす,ぼくは[忘]れっぽいからメモをしているんだ。,ぼくは[わす]れっぽいからメモをしているんだ。
6,忠,ちゅう,{親}の[忠]{告}にしたがう。,{おや}の[ちゅう]{こく}にしたがう。
6,恩,おん,{困}っていたときに{助}けてもらった[恩]を{返}す。,{こま}っていたときに{たす}けてもらった[おん]を{かえ}す。
6,憲,けん,{日本国}[憲]{法}の{三大原則}を{暗記}する。,{にっぽんこく}[けん]{ぽう}の{さんだいげんそく}を{あんき}する。
6,我,われ,[我]を{忘}れてゲームに{夢中}になる。,[われ]を{わす}れてゲームに{むちゅう}になる。
6,批,ひ,スキャンダルで{政治家}が[批]{判}される。,スキャンダルで{せいじか}が[ひ]{はん}される。
6,承,しょう,{上司}の[承]{認}をもらうために{書類}を{提出}する。,{じょうし}の[しょう]{にん}をもらうために{しょるい}を{ていしゅつ}する。
6,担,たん,[担]{任}の{先生}に{大事}なプリントをわたす。,[たん]{にん}の{せんせい}に{だいじ}なプリントをわたす。
6,拝,おが,お{地蔵}さんに{手}を{合}わせて[拝]む。,お{じぞう}さんに{て}を{あ}わせて[おが]む。
6,拝,はい,{上司}からペンを[拝]{借}する。,{じょうし}からペンを[はい]{しゃく}する。
6,拡,かく,くしゃみでウイルスが{空気中}に[拡]{散}する。,くしゃみでウイルスが{くうきちゅう}に[かく]{さん}する。
6,捨,しゃ,{十}の{位}で{四}[捨]{五入}したときの{数}を{答}える。,{じゅう}の{くらい}で{し}[しゃ]{ごにゅう}したときの{かず}を{こた}える。
6,捨,す,コンビニで{使}い[捨]てのはしをもらう。,コンビニで{つか}い[す]てのはしをもらう。
6,探,さが,{図書館}で{星}についての{本}を[探]す。,{としょかん}で{ほし}についての{ほん}を[さが]す。
6,探,たん,[探]ていに{事件}の{解決}をいらいする。,[たん]ていに{じけん}の{かいけつ}をいらいする。
6,推,すい,{過去}のデータから{実験}の{結果}を[推]{測}する。,{かこ}のデータから{じっけん}の{けっか}を[すい]{そく}する。
6,揮,き,{学芸会}の{合奏}で{指}[揮]{者}をやったことがある。,{がくげいかい}の{がっそう}で{し}[き]{しゃ}をやったことがある。
6,操,そう,スマホを[操]{作}して{友達}に{写真}を{送}る。,スマホを[そう]{さ}して{ともだち}に{しゃしん}を{おく}る。
6,敬,うやま,{先祖}を[敬]って{毎年}お{墓参}りに{行}く。,{せんぞ}を[うやま]って{まいとし}お{はかまい}りに{い}く。
6,敬,けい,{先生}には[敬]{語}を{使}って{話}す。,{せんせい}には[けい]{ご}を{つか}って{はな}す。
6,敵,てき,ダンジョンの{中}で{強}[敵]に{出}くわす。,ダンジョンの{なか}で{きょう}[てき]に{で}くわす。
6,映,うつ,{雨}が{降}った{後}の{水}たまりに、{青}い{空}が[映]っている。,{あめ}が{ふ}った{あと}の{みず}たまりに、{あお}い{そら}が[うつ]っている。
6,映,えい,ねぼうした！{楽}しみにしていた[映]{画}に{間}に{合}わなくなってしまいそうだ。,ねぼうした！{たの}しみにしていた[えい]{が}に{ま}に{あ}わなくなってしまいそうだ。
6,晩,ばん,{旅先}の{旅館}で{一}[晩]{過}ごす。,{たびさき}の{りょかん}で{いち}[ばん]{す}ごす。
6,暖,あたた,[暖]かくなり、{積}もっていた{雪}もとけた。,[あたた]かくなり、{つ}もっていた{ゆき}もとけた。
6,暖,あたた,{夜}が{明}けて[暖]かな{太陽}の{光}が{降}り{注}ぐ。,{よる}が{あ}けて[あたた]かな{たいよう}の{ひかり}が{ふ}り{そそ}ぐ。
6,暖,だん,ハワイは{一年中}、{温}[暖]な{気候}だ。,ハワイは{いちねんちゅう}、{おん}[だん]な{きこう}だ。
6,暮,く,{日}が[暮]れるまで{遊}びに{夢中}になる。,{ひ}が[く]れるまで{あそ}びに{むちゅう}になる。
6,朗,ろう,ニュースキャスターは{明}[朗]な{発音}が{大事}だ。,ニュースキャスターは{めい}[ろう]な{はつおん}が{だいじ}だ。
6,机,つくえ,[机]の{引}き{出}しに{日記}をかくしておく。,[つくえ]の{ひ}き{だ}しに{にっき}をかくしておく。
6,枚,まい,クラス{全員}に{配}るプリントの[枚]{数}を{確認}する。,クラス{ぜんいん}に{くば}るプリントの[まい]{すう}を{かくにん}する。
6,染,そ,{服}が{絵}の{具}で{赤}く[染]まる。,{ふく}が{え}の{ぐ}で{あか}く[そ]まる。
6,株,かぶ,{木}こりが{切}り[株]にすわって{休}んだ。,{き}こりが{き}り[かぶ]にすわって{やす}んだ。
6,棒,ぼう,ひまつぶしに[棒]{人間}の{落書}きをする。,ひまつぶしに[ぼう]{にんげん}の{らくが}きをする。
6,模,ぼ,{大規}[模]な{花火大会}が{開}かれる。,{だいき}[ぼ]な{はなびたいかい}が{ひら}かれる。
6,模,も,{市松}[模]{様}のハンカチを{買}う。,{いちまつ}[も]{よう}のハンカチを{か}う。
6,権,けん,{日本}では{国}の{主}[権]を{国民}が{持}っている。,{にっぽん}では{くに}の{しゅ}[けん]を{こくみん}が{も}っている。
6,樹,じゅ,{広葉}[樹]{林}の{地図記号}を{忘}れる。,{こうよう}[じゅ]{りん}の{ちずきごう}を{わす}れる。
6,欲,よく,かぜのせいで{食}[欲]が{出}ない。,かぜのせいで{しょく}[よく]が{で}ない。
6,段,だん,{下}[段]の{引}き{出}しからくつ{下}を{取}り{出}す。,{げ}[だん]の{ひ}き{だ}しからくつ{した}を{と}り{だ}す。
6,沿,えん,{潮}の{香}りのする[沿]{岸}の{町}を{散歩}する。,{しお}の{かお}りのする[えん]{がん}の{まち}を{さんぽ}する。
6,沿,そ,ミシン{目}に[沿]って{少}しずつ、ていねいに{切}りはなす。,ミシン{め}に[そ]って{すこ}しずつ、ていねいに{き}りはなす。
6,泉,いずみ,[泉]に{落}としたおのが{神様}の{頭}にぶつかる。,[いずみ]に{お}としたおのが{かみさま}の{あたま}にぶつかる。
6,泉,せん,{温}[泉]{上}がりに{冷}たい{牛乳}を{飲}む。,{おん}[せん]{あ}がりに{つめ}たい{ぎゅうにゅう}を{の}む。
6,洗,あら,{車}についたどろを[洗]い{流}す。,{くるま}についたどろを[あら]い{なが}す。
6,洗,せん,{父}が[洗]{面所}でひげをそっている。,{ちち}が[せん]{めんじょ}でひげをそっている。
6,派,は,{芸人}が[派]{手}な{衣}しょうを{着}て{登場}する。,{げいにん}が[は]{で}な{い}しょうを{き}て{とうじょう}する。
6,済,さい,{全}ての{借金}を{返}[済]する。,{すべ}ての{しゃっきん}を{へん}[さい]する。
6,済,す,{仕事}を{午前}のうちに[済]ませる。,{しごと}を{ごぜん}のうちに[す]ませる。
6,源,げん,パソコンの{電}[源]を{切}って{出}かける。,パソコンの{でん}[げん]を{き}って{で}かける。
6,源,みなもと,このひどいにおいの[源]はあのゴミ{箱}だ。,このひどいにおいの[みなもと]はあのゴミ{ばこ}だ。
6,潮,しお,{海}からの[潮]{風}で{車}がさびてしまう。,{うみ}からの[しお]{かぜ}で{くるま}がさびてしまう。
6,潮,ちょう,お{祭}りの{盛}り{上}がりが{最高}[潮]に{達}する。,お{まつ}りの{も}り{あ}がりが{さいこう}[ちょう]に{たっ}する。
6,激,げき,{虫歯}のあるところから[激]{痛}がする。,{むしば}のあるところから[げき]{つう}がする。
6,激,はげ,{口}げんかがどんどん[激]しくなっていった。,{くち}げんかがどんどん[はげ]しくなっていった。
